261,AP ARQ. LOPEZ OTERO,78922,2018-01-11 22:00,9,0,0,9,9,3.1A,618.58
326,AP ARQ. LOPEZ OTERO,78922,2018-01-14 15:00,9,0,0,9,9,3.1A,618.58
855,AP ARQ. LOPEZ OTERO,78922,2018-02-05 16:00,4,0,0,4,4,3.1A,578.97
867,AP ARQ. LOPEZ OTERO,78922,2018-02-06 04:00,8,0,0,8,8,3.1A,578.97
441,AP ARQ. LOPEZ OTERO,78922,2018-01-19 10:00,4,0,0,4,4,3.1A,618.58
862,AP ARQ. LOPEZ OTERO,78922,2018-02-05 23:00,8,0,0,8,8,3.1A,578.97
102,AP ARQ. LOPEZ OTERO,78922,2018-01-05 07:00,9,0,0,9,9,3.1A,618.58
773,AP ARQ. LOPEZ OTERO,78922,2018-02-02 06:00,9,0,0,9,9,3.1A,578.97
88,AP ARQ. LOPEZ OTERO,78922,2018-01-04 17:00,3,0,0,3,3,3.1A,618.58
369,AP ARQ. LOPEZ OTERO,78922,2018-01-16 10:00,4,0,0,4,4,3.1A,618.58
780,AP ARQ. LOPEZ OTERO,78922,2018-02-02 13:00,4,0,0,4,4,3.1A,578.97
765,AP ARQ. LOPEZ OTERO,78922,2018-02-01 22:00,9,0,0,9,9,3.1A,578.97
636,AP ARQ. LOPEZ OTERO,78922,2018-01-27 13:00,8,0,0,8,8,3.1A,618.58
789,AP ARQ. LOPEZ OTERO,78922,2018-02-02 22:00,9,0,0,9,9,3.1A,578.97
99,AP ARQ. LOPEZ OTERO,78922,2018-01-05 04:00,8,0,0,8,8,3.1A,618.58
